time	pagename	username	content	photo	video	link	kdv	kq	cmt	
11/08/25 - 14:28	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	Th: Mẹ hay nói “Cái gì cũng mẹ thế sau này không có mẹ thì ai làm cho” nhưng con thì chưa bao giờ nghĩ đến ngày không có mẹ		527775890_24313816984916953_7552975342291814048_n.mp4		Dương	L	
11/08/25 - 14:28	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	Fp: Mẹ hay nói “Cái gì cũng mẹ thế sau này không có mẹ thì ai làm cho” nhưng con thì chưa bao giờ nghĩ đến ngày không có mẹ…  Chưa bao giờ, con nghĩ đến một buổi sáng không có tiếng mẹ gọi. Chưa bao giờ, con nghĩ đến một bữa cơm chiều chỉ có mình con với nỗi trống vắng. Con vẫn vô tư nghĩ rằng mẹ sẽ ở đó mãi mãi, để cằn nhằn khi con ngủ muộn, để lo lắng khi con về khuya, để dọn dẹp từng vết bẩn con vô tình làm vương vãi.  Con quên mất rằng, mẹ cũng là một bông hoa cuối mùa, mong manh nhưng vẫn tỏa hương bằng tất cả những gì còn lại. Con quên mất rằng, mẹ cũng có những nỗi sợ, nỗi lo riêng, mà lớn nhất là sợ một ngày nào đó không còn đủ sức để yêu thương con theo cách mẹ muốn.  Vậy nên, nếu bạn còn được nghe mẹ cằn nhằn, còn được mẹ lo lắng xin hãy trân trọng. Bởi mỗi lời nói ấy đều là một lời yêu thương mẹ dành cho ta, là đặc ân mà không phải ai cũng có được    (Video từ bạn Cô bé sư phạm Mn)		528979723_24233722179614734_8160235774249910561_n.mp4		Dương	L	
11/08/25 - 14:28	FP - Sài Gòn nghenn	Đỗ Tiểu Quyên	@Dương Nguyễn ơi e có quyền cấp btv cho admin hông???				Dương		
11/08/25 - 14:28	FP - Sài Gòn nghenn	Đỗ Tiểu Quyên	ông Dũng mới onl sáng nay h đi đâu mất tiêu rùi :((				Dương		
11/08/25 - 14:28	FP - Sài Gòn nghenn	Dương	đây :))				Dương		
11/08/25 - 14:28	FP - Sài Gòn nghenn	Dương Nguyễn	để e nhắc				Dương		
11/08/25 - 14:28	FP - Sài Gòn nghenn	Đỗ Tiểu Quyên	cíu cíu				Dương		
11/08/25 - 14:28	FP - Sài Gòn nghenn	Tuấn Dũng	ok r chị ươi				Dương		
11/08/25 - 14:28	FP - Sài Gòn nghenn	Đỗ Tiểu Quyên	Xie xiee				Dương		
11/08/25 - 14:28	FP - Sài Gòn nghenn	Đỗ Tiểu Quyên	Với gỡ giúp c bạn Thảo nhá h c gửi mail luôn :(((				Dương	L	
11/08/25 - 14:28	FP - Sài Gòn nghenn	Dương Nguyễn	dạy e tiếng Trung phát :))				Dương	L	
11/08/25 - 14:28	FP - Sài Gòn nghenn	Tuấn Dũng	okkk c				Dương		
11/08/25 - 15:55	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang				https://drive.google.com/file/d/1sCaKSXL2krzsOmAwpX_JAO9qRO9Yubs8/view?usp=drive_link	Dương	L	
11/08/25 - 15:55	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	Dạo này lướt newfeed, mình cứ bị ấn tượng mãi những khoảnh khắc này. Mấy concert âm nhạc hay sự kiện văn hóa lớn gần đây "chơi lớn" ghê, lần nào cũng có một phần dành riêng cho Quốc ca.  Hồi trước mình cứ nghĩ lòng yêu nước là một thứ gì đó lớn lao, xa vời, nhưng khi chứng kiến những khoảnh khắc này, mình chợt nhận ra nó rất gần gũi. Nó là cảm giác xúc động nghẹn ngào khi cả một biển người cùng hát vang, cùng nhìn về một lá cờ. Nó là lúc mình chợt nhớ về những bài học lịch sử, về hình ảnh cha ông đã đổ máu để có được một Tổ quốc bình yên như hôm nay.  Và có lẽ, ở khoảnh khắc thiêng liêng đó, trong trái tim của mỗi người trẻ chúng mình, lòng yêu nước đã không còn chỉ là một khái niệm. Nó trở thành một nhịp đập, một cảm xúc trọn vẹn, để ta biết rằng mình luôn là một phần của một điều gì đó vĩ đại, mang tên Tổ quốc.  #tiepluatuhao				Dương	L	
11/08/25 - 15:55	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	Em đổi cap bài này ạ				Dương		
11/08/25 - 15:55	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang				https://drive.google.com/file/d/19l-qjCtlwUS4549ZzgrnsYWMAp9FZons/view?usp=drive_link	Dương	L	
11/08/25 - 15:55	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	Th: Concert bình thường có kiss cam, concert quốc gia có “chào cờ cam”   Sao mà có thể vừa trang nghiêm, tự hào, vừa dễ thương đáng yêu  vậyyy	"    "			Dương	L	
11/08/25 - 15:55	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	Bãi Sau Vũng Tàu cập nhật điểm check in mới, sẵn sàng đón khách vào dịp 2/9  Comment: Quảng trường Thùy Vân là một trong 12 hạng mục thuộc dự án Chỉnh trang trục đường Thùy Vân (phường Vũng Tàu, TP.HCM), rộng 5.800 m vuông. Trong đó, tháp Tam Thắng là công trình kiến trúc điểm nhấn, được xây dựng trên diện tích hơn 3.000 m vuông bao gồm các trụ tháp và bậc cấp. Khu vực phía trước sẽ được bố trí tổ chức sự kiện, nhạc nước.  Hệ thống đèn được lắp tại phần đỉnh cột, tạo hiệu ứng hắt sáng từ trên xuống. Hình dáng 3 trụ cột chính được sắp xếp theo thứ tự tăng dần, hình dáng tổng thể công trình tựa như mũi thuyền hướng ra biển lớn.  Ảnh: ZNews				Dương	L	
11/08/25 - 15:55	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang		528293614_1882120289187084_3511592226550316714_n.png			Dương		
11/08/25 - 17:17	FP - Sài Gòn nghenn	Nguyễn Thành Vĩnh	Câu chuyện không chỉ dừng lại ở một ly trà sữa…  Những ngày qua, giữa mặt tiền con phố sầm uất bậc nhất thành phố, một hãng trà sữa nọ lại vừa khai trương thêm chi nhánh mới. Hôm nay, hình ảnh dòng người đông đúc đến đây xếp hàng được lan truyền, nhanh chóng tràn lan trên mạng xã hội.   Đối với nhiều người, đó có thể xem nhẹ thành một trải nghiệm ẩm thực mới. Nhưng với mình, câu chuyện không dừng lại ở vị giác. Nó còn là vấn đề cần coi trong hơn nhiều, về cả tư tưởng và nguyên tắc.   Cách đây còn chưa lâu, hãng trà sữa kia từng vướng vào lùm xùm liên quan đến hình ảnh vi phạm chủ quyền. Vấn đề này, liên quan tới thứ mà bất cứ người Việt nào cũng nên xem là điều thiêng liêng. Và lùm xùm ấy không phải tin đồn, không phải thuyết âm mưu, là sự thật đã được ghi nhận, xử phạt. Dù sau đó có xóa bỏ, chỉnh sửa, thì dấu vết về câu chuyện ấy vẫn còn, chừng đó thôi lý do đã đủ lớn để nói “không” với một sản phẩm rồi.  Chọn uống hay không uống, về bản chất, đều là quyền tự do cá nhân. Nhưng khác biệt nằm ở lý do. Có người chọn uống vì thích mới lạ, vì trend, vì tò mò. Có người chọn không uống vì tin rằng mỗi lần mở ví chi trả, chính chúng ta đang bày tỏ thái độ của mình với một vấn đề lớn hơn cả ẩm thực.  Chủ quyền không bao giờ là chuyện cũ, đó là câu chuyện mà cha ông mình đã từng viết bằng cả máu xương, là câu chuyện mỗi người Việt Nam không bao giờ được phép quên bất kỳ tấc đất, lãnh thổ nào của Tổ Quốc. Uống một ly trà sữa có thể chỉ mất vài chục ngàn, nhưng đổi lại, bạn cũng đang gửi đi một thông điệp: bạn sẵn sàng bỏ qua điều gì, và bạn xem nhẹ điều gì.  Có những thứ không mua được bằng tiền, và cũng không nên đánh đổi chỉ để thỏa mãn sở thích nhất thời. Vấn đề, lớn hơn nhiều 1 ly trà sữa đó…	527400970_1416302743004121_4555526140455019621_n.jpg			Dương	L	
11/08/25 - 17:17	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang				https://drive.google.com/file/d/1cpoqnPHoCow9LtTTrQ9SMzF1IlXm4nCQ/view?usp=drive_link	Dương	L	
11/08/25 - 17:17	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	Th:  : “Mày mà đem nó về nuôi thì biết tay tao” Cũng là ba tui khi được làm nũng:				Dương	L	
11/08/25 - 17:17	FP - Sài Gòn nghenn	Nguyễn Thành Vĩnh	Nhìn không khí ngoài HN mấy ngày này mà lụy quá  Cần lắm một cỗ máy thời gian cho tụi tui về lại 29/4  Video: id.thduonq		530379831_24151878337754846_2960415688608808703_n.mp4		Dương	L	
11/08/25 - 17:17	FP - Sài Gòn nghenn	Dương Nguyễn	Luỵ quá thì làm 1 chuyến :))				Dương		
11/08/25 - 17:17	FP - Sài Gòn nghenn	Đỗ Tiểu Quyên	xin tí lửa				Dương	L	
11/08/25 - 20:56	FP - Sài Gòn nghenn	Lê Ngọc Tuyền	Giới trẻ dần thuộc làu những bài hát cách mạng có trước khi họ chào đời    Bác Đang Cùng Chúng Cháu Hành Quân, Mẹ Yêu Con, Hò Kéo Pháo, Tiếng Đàn Ta Lư, Áo Mùa Đông… vang lên không chỉ ở các buổi lễ, mà còn viral khắp các nền tảng mxh. Những bài hát ra đời trước chúng ta hàng mấy mươi năm nay được giới trẻ thuộc làu và hát bằng tất cả niềm tự hào.   Nhưng đó không phải là điều ngẫu nhiên. Bởi những năm gần đây, Nhà nước đã tổ chức rất thành công các chương trình nghệ thuật chính luận tầm quốc gia như “Tổ quốc trong tim”, “Vang mãi khúc Khải hoàn”, “Hẹn ước Bắc Nam”, “Dưới cờ vinh quang”…   “Chương trình chính luận nghệ thuật” khác chương trình nghệ thuật thông thường ở chỗ sẽ lấy lịch sử và tinh thần dân tộc làm mạch nguồn và diễn ra vào những ngày lễ lớn của đất nước. Không chỉ là ca múa nhạc đơn thuần, mỗi tiết mục còn lồng ghép lời dẫn, tư liệu lịch sử và sân khấu hóa sống động những câu chuyện quá khứ hào hùng, khơi dậy niềm tự hào và nối nhịp đập triệu trái tim Việt Nam.   Có thể dễ dàng cảm nhận được những người cầm trịch đã làm mới cách kể chuyện lịch sử bằng ngôn ngữ nghệ thuật đương đại, mang màu sắc văn hoá dân tộc. Vẫn là những bài hát quen thuộc, nhưng được phối khí hiện đại, kết hợp hình ảnh tư liệu lịch sử, sân khấu 3D, ánh sáng và âm thanh hiện đại…  Không chỉ dừng ở những ca khúc đi cùng năm tháng, mà nhiều bài hát mới về quê hương, đất nước cũng đang được đón nhận nồng nhiệt. Chúng mang hơi thở hiện đại, nhưng ca từ gần gũi chứa đựng tinh thần dân tộc, nó dễ dàng len vào playlist của nhiều bạn trẻ và xuất hiện khắp nơi trên mxh.  Hầu hết các màn trình diễn trong chương trình cũng đan xen cả nghệ sĩ trẻ lẫn những giọng ca gạo cội. Khi quá khứ và hiện tại hòa quyện, lịch sử không còn là những trang sách khô khan nữa. Nó hiện ra sống động, cảm xúc, dễ chạm vào trái tim người nghe.  Hình ảnh chiến sĩ năm xưa trên màn hình LED, phía dưới là khán giả trẻ vừa hát theo, vừa giơ điện thoại với hình ảnh cờ đỏ sao vàng… Khoảnh khắc ấy, các thế hệ đã hòa chung làm một. Đó là lý do âm nhạc về Tổ quốc chưa bao giờ cũ. Bởi nó không chỉ kể về những gì đã qua, mà còn là nhịp đập của hôm nay, một nhịp đập Việt Nam vang dội tự hào    #tiepluatuhao	531172572_1345986983812346_692466598659479321_n.jpg			Dương	L	
12/08/25 - 10:15	FP - Sài Gòn nghenn	Nguyễn Thành Vĩnh	Bả chưa bao giờ hỏi tui là có muốn hay không  Video: tuetue97		530354335_24530336543298784_3309993715238121667_n.mp4		Dương	L	
12/08/25 - 10:15	FP - Sài Gòn nghenn	Lê Ngọc Tuyền	Sài Gòn toàn mấy chuyện dễ thương vậy không đó  Sáng nay ghé quán phở quen gần nhà thì thấy quán treo bảng này. Giá 1 tô phở ở đây cũng bình dân lắm, có 35k thôi hà. Nhưng đọc dòng chữ trên bảng thấy quán nâng tầm đẳng cấp luôn đó.   Không phải cái gì quá vĩ đại đâu, nhưng tấm lòng sẵn sàng cho đi đã là cái lớn nhất của con người rồi.  Sự tử tế dù ở vị trí nào, dù là người cho, nhận, hay chỉ nhìn ngắm nó thì cũng thấy hạnh phúc.   Mở đầu ngày mới dễ thương quá Sài Gòn ơi	527024152_2143279316185719_4119287269381982758_n.jpg			Dương	L	
12/08/25 - 10:15	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang				https://drive.google.com/file/d/1y-QSKhsqehOVYTUOFJ1szF5Z-r45_a8R/view?usp=drive_link	Dương	L	
12/08/25 - 10:15	FP - Sài Gòn nghenn	Nam Ho Nguyen Hoang	“Là người khiếm thị, em gái ngồi cạnh mình không biết sân khấu rực rỡ ra sao, ánh sáng và màu sắc thế nào, nhưng giữa biển người ấy, em cảm nhận rõ rệt một điều: trái tim mình đang đập cùng nhịp với Tổ quốc.   Dù đôi mắt không thể nhìn thấy, nhưng chắc chắn rằng trong khoảnh khắc đó, em đã “thấy” Tổ quốc bằng cả trái tim.”   #tiepluatuhao				Dương	L	
12/08/25 - 10:50	FP - Sài Gòn nghenn	Nguyễn Thành Vĩnh	Topic: Quán nào ở SG đã thay màu cho 2/9 rồi dô đây cho tụi tui đi thử				Dương	L	
12/08/25 - 11:13	FP - Sài Gòn nghenn	Lê Ngọc Tuyền	Còn mỗi lần muốn mua thì ổng chạy như bay t kêu ko kịp luôn bây ơi bây =))  Video: tophat2003		528791985_24283051564661877_2572121917534523487_n.mp4		Dương	L	
12/08/25 - 11:13	FP - Sài Gòn nghenn	Lê Ngọc Tuyền	Còn mình tuổi ngựa, nên sếp la thì mình hí hí	527456328_1462010554827354_7431410907447754797_n.jpg			Dương	L	
12/08/25 - 12:29	FP - Sài Gòn nghenn	Lê Ngọc Tuyền	Thời ông bà xưa đặt tên con cũng bị đứt chuỗi như thường   Ở thế hệ ông bà, gia đình nào đẻ nhiều hay có lối đặt tên con liền với nhau. Trong xóm nhà ngoại mình ở miền Tây có gia đình đặt tên theo chuỗi kim loại: Đồng, Thau, Nhôm, Kẽm, Sắt, Thép, Út Hết, Út Dứt.  Tính đặt đứa này là Út Hết vì không định sinh thêm nữa nhưng sau lại bể kế hoạch lòi ra thêm út thứ 2 nên thành ra có Út Dứt.  Khúc nào mà tên bớt liên quan tới dãy đằng trước là dấu hiệu người con đó sinh cách xa anh chị của mình… nên ba mẹ đặt tên bị đứt chuỗi.   Chỉ nói riêng về miền Nam thì dễ bắt gặp những cái tên chân chất, có khi là hơi buồn cười ở thế hệ trước. Bởi ông bà ngày xưa quan niệm không cần tên cầu kỳ, đặt càng đơn giản thì càng dễ nuôi. Trừ những gia đình giàu có hoặc cha mẹ có chút chữ nghĩa, văn thơ thì mới chọn tên con hoa mỹ.  Cái lối đặt tên nối nhau của ông bà xưa nghe mộc mạc mà thân thương, đọc lên là thấy cả một mái nhà quây quần, ấm áp. Bây giờ, cách đặt tên đã khác hơn nhưng cũng mang trong mình những ý nghĩa đẹp đẽ riêng.   Mỗi thời một cách nghĩ, mỗi thế hệ một nếp sống, tất cả đều đáng quý. Vì sau cùng thì tên gọi nào cũng là tiếng thương được gia đình gửi gắm biết bao kỳ vọng.	530826183_1994314707771201_7753545975211278303_n.png			Dương	L	
12/08/25 - 14:48	FP - Sài Gòn nghenn	Nguyễn Thành Vĩnh	TP Hồ Chí Minh: Cháy nhà 3 tầng, giải cứu cụ bà ra ngoài an toàn  Khoảng trưa 12/8, căn nhà 3 tầng số 341 đường Nguyễn Thượng Hiền (phường Vườn Lài, TP Hồ Chí Minh) bất ngờ bốc cháy dữ dội kèm cột khói đen bốc cao. Người dân dùng bình chữa cháy mini dập lửa nhưng bất thành, ngọn lửa kèm theo nhiều tiếng nổ lớn.  Theo một số nhân chứng cho biết, lửa bùng phát từ tầng trệt. Khi phát hiện, nhiều sinh viên và người dân xung quanh chạy tới cảnh báo nhưng cửa nhà bị khóa. Nhận thấy có người mắc kẹt, một nhóm người đã phá hai lớp cửa kiên cố, đồng thời huy động bình chữa cháy, vòi nước tiếp cận hiện trường. Rất may, một cụ bà ngồi xe lăn được đưa ra ngoài an toàn trước khi khói bao trùm căn nhà.  Nhận được tin báo, lực lượng phòng cháy chữa cháy nhanh chóng có mặt triển khai công tác dập lửa và khống chế hoàn toàn đám cháy. Sự cố không gây thương vong nhưng làm mất điện trên diện rộng, ảnh hưởng đến nhiều hộ dân.  Công an phường Vườn Lài đang phong tỏa hiện trường, điều tra nguyên nhân và thống kê thiệt hại.  Theo báo Tin Tức	528822468_2147756035738561_7332351282024748283_n.jpg			Dương	L	
